Date,JPM,V
2023-04-28,138.24000549316406,232.72999572753906
2023-05-01,141.1999969482422,232.50999450683594
2023-05-02,138.9199981689453,226.97999572753906
2023-05-03,135.97999572753906,225.97999572753906
2023-05-04,134.1199951171875,225.60000610351562
2023-05-05,136.74000549316406,231.77999877929688
2023-05-08,137.07000732421875,232.22999572753906
2023-05-09,136.41000366210938,233.25999450683594
2023-05-10,136.47999572753906,231.27000427246094
2023-05-11,136.0500030517578,231.00999450683594
2023-05-12,134.10000610351562,231.3800048828125
2023-05-15,135.22999572753906,232.80999755859375
2023-05-16,134.32000732421875,230.47000122070312
2023-05-17,138.4499969482422,232.64999389648438
2023-05-18,139.5,233.60000610351562
2023-05-19,139.17999267578125,233.30999755859375
2023-05-22,138.02999877929688,231.27999877929688
2023-05-23,136.58999633789062,224.5800018310547
2023-05-24,135.33999633789062,222.25
2023-05-25,135.6699981689453,223.3800048828125
2023-05-26,136.94000244140625,225.00999450683594
2023-05-30,137.4600067138672,221.63999938964844
2023-05-31,135.7100067138672,221.02999877929688
2023-06-01,137.5800018310547,226.5
2023-06-02,140.47000122070312,228.7899932861328
2023-06-05,139.08999633789062,226.77000427246094
2023-06-06,139.33999633789062,228.22000122070312
2023-06-07,140.69000244140625,225.27000427246094
2023-06-08,140.72999572753906,223.0500030517578
2023-06-09,141.00999450683594,223.55999755859375
2023-06-12,141.0,226.1699981689453
2023-06-13,142.02000427246094,223.39999389648438
2023-06-14,141.49000549316406,223.44000244140625
2023-06-15,143.08999633789062,226.1699981689453
2023-06-16,143.25999450683594,228.91000366210938
2023-06-20,142.52999877929688,226.47000122070312
2023-06-21,142.32000732421875,227.25
2023-06-22,139.5800018310547,228.38999938964844
2023-06-23,138.85000610351562,229.5500030517578
2023-06-26,139.19000244140625,226.3000030517578
2023-06-27,139.1999969482422,227.33999633789062
2023-06-28,138.58999633789062,227.9600067138672
2023-06-29,143.42999267578125,234.32000732421875
2023-06-30,145.44000244140625,237.47999572753906
2023-07-03,146.61000061035156,237.97000122070312
2023-07-05,144.63999938964844,239.4499969482422
2023-07-06,143.2100067138672,238.8800048828125
2023-07-07,144.33999633789062,236.4499969482422
2023-07-10,145.14999389648438,238.16000366210938
2023-07-11,147.4199981689453,240.5500030517578
2023-07-12,148.14999389648438,242.2100067138672
2023-07-13,148.8699951171875,243.30999755859375
2023-07-14,149.77000427246094,243.16000366210938
2023-07-17,153.3800048828125,243.99000549316406
2023-07-18,153.66000366210938,240.77000427246094
2023-07-19,154.25,241.4199981689453
2023-07-20,156.14999389648438,239.6199951171875
2023-07-21,154.9499969482422,239.25
2023-07-24,158.0,240.74000549316406
2023-07-25,156.82000732421875,238.69000244140625
2023-07-26,157.75999450683594,237.10000610351562
2023-07-27,156.02000427246094,234.44000244140625
2023-07-28,156.91000366210938,235.75
2023-07-31,157.9600067138672,237.72999572753906
2023-08-01,157.17999267578125,239.77999877929688
2023-08-02,155.39999389648438,237.55999755859375
2023-08-03,156.35000610351562,238.75999450683594
2023-08-04,156.02000427246094,238.99000549316406
2023-08-07,156.75999450683594,241.50999450683594
2023-08-08,155.8800048828125,239.2899932861328
2023-08-09,153.7899932861328,239.75999450683594
2023-08-10,153.55999755859375,240.16000366210938
2023-08-11,154.4499969482422,240.0399932861328
2023-08-14,154.77000427246094,242.89999389648438
2023-08-15,150.8300018310547,239.8300018310547
2023-08-16,150.19000244140625,239.2899932861328
2023-08-17,148.6300048828125,237.3699951171875
2023-08-18,148.97000122070312,238.1699981689453
2023-08-21,149.47999572753906,239.4600067138672
2023-08-22,146.3800048828125,240.57000732421875
2023-08-23,147.3699951171875,242.3000030517578
2023-08-24,147.22999572753906,239.47000122070312
2023-08-25,147.0500030517578,242.57000732421875
2023-08-28,147.55999755859375,243.8300018310547
2023-08-29,148.75999450683594,245.33999633789062
2023-08-30,148.16000366210938,246.22999572753906
2023-08-31,146.3300018310547,245.67999267578125
2023-09-01,146.82000732421875,248.11000061035156
2023-09-05,145.1999969482422,245.33999633789062
2023-09-06,144.9600067138672,246.16000366210938
2023-09-07,143.72000122070312,247.13999938964844
2023-09-08,143.8300018310547,247.2899932861328
2023-09-11,144.4600067138672,247.22000122070312
2023-09-12,146.33999633789062,247.3000030517578
2023-09-13,146.41000366210938,247.8300018310547
2023-09-14,149.25,241.5
2023-09-15,148.80999755859375,241.07000732421875
2023-09-18,149.1199951171875,244.66000366210938
2023-09-19,148.92999267578125,243.55999755859375
2023-09-20,148.3000030517578,241.86000061035156
2023-09-21,147.13999938964844,236.61000061035156
2023-09-22,145.72999572753906,235.0800018310547
2023-09-25,146.4499969482422,233.36000061035156
2023-09-26,144.92999267578125,229.64999389648438
2023-09-27,145.77999877929688,229.5
2023-09-28,147.58999633789062,231.66000366210938
2023-09-29,145.02000427246094,230.00999450683594
2023-10-02,143.77000427246094,231.27000427246094
2023-10-03,142.7100067138672,228.80999755859375
2023-10-04,143.35000610351562,231.22000122070312
2023-10-05,142.89999389648438,233.47999572753906
2023-10-06,145.10000610351562,235.0399932861328
2023-10-09,144.77000427246094,234.44000244140625
2023-10-10,145.64999389648438,236.60000610351562
2023-10-11,146.14999389648438,235.67999267578125
2023-10-12,145.80999755859375,236.77999877929688
2023-10-13,148.0,237.6699981689453
2023-10-16,147.85000610351562,240.07000732421875
2023-10-17,147.52999877929688,241.1999969482422
2023-10-18,145.91000366210938,237.47000122070312
2023-10-19,145.2899932861328,233.80999755859375
2023-10-20,142.9499969482422,233.3800048828125
2023-10-23,141.0,231.52999877929688
2023-10-24,141.1699981689453,234.64999389648438
2023-10-25,140.39999389648438,236.85000610351562
2023-10-26,140.75999450683594,231.27999877929688
2023-10-27,135.69000244140625,229.27000427246094
2023-10-30,137.4199981689453,233.0800018310547
2023-10-31,139.05999755859375,235.10000610351562
2023-11-01,138.94000244140625,238.5800018310547
2023-11-02,141.4199981689453,243.25
2023-11-03,143.0,243.60000610351562
2023-11-06,144.0800018310547,243.49000549316406
2023-11-07,144.00999450683594,244.77000427246094
2023-11-08,144.72000122070312,243.91000366210938
2023-11-09,144.2899932861328,241.63999938964844
2023-11-10,146.42999267578125,245.25
2023-11-13,145.77999877929688,244.6699981689453
2023-11-14,148.44000244140625,246.94000244140625
2023-11-15,149.74000549316406,248.11000061035156
2023-11-16,151.4499969482422,248.57000732421875
2023-11-17,152.82000732421875,249.55999755859375
2023-11-20,153.2899932861328,249.97000122070312
2023-11-21,152.97000122070312,252.22999572753906
2023-11-22,153.3300018310547,253.72000122070312
2023-11-24,153.5399932861328,254.3000030517578
2023-11-27,153.19000244140625,254.13999938964844
2023-11-28,153.5399932861328,252.94000244140625
2023-11-29,154.32000732421875,254.22999572753906
2023-11-30,156.0800018310547,256.67999267578125
2023-12-01,156.83999633789062,256.45001220703125
2023-12-04,157.99000549316406,254.44000244140625
2023-12-05,157.97000122070312,254.61000061035156
2023-12-06,156.30999755859375,254.2899932861328
2023-12-07,156.7899932861328,255.82000732421875
2023-12-08,158.52000427246094,255.74000549316406
2023-12-11,159.10000610351562,256.5199890136719
2023-12-12,160.52000427246094,259.55999755859375
2023-12-13,161.05999755859375,262.3800048828125
2023-12-14,163.99000549316406,258.7300109863281
2023-12-15,165.22999572753906,258.0299987792969
2023-12-18,166.22999572753906,258.3699951171875
2023-12-19,168.4499969482422,259.989990234375
2023-12-20,166.5500030517578,257.1099853515625
2023-12-21,167.5,259.5400085449219
2023-12-22,167.39999389648438,258.42999267578125
2023-12-26,168.38999938964844,259.1600036621094
2023-12-27,169.39999389648438,258.92999267578125
2023-12-28,170.3000030517578,260.3999938964844
2023-12-29,170.10000610351562,260.3500061035156
2024-01-02,172.0800018310547,258.8699951171875
2024-01-03,171.3300018310547,257.9800109863281
2024-01-04,171.41000366210938,259.6099853515625
2024-01-05,172.27000427246094,259.69000244140625
2024-01-08,172.02000427246094,262.5400085449219
2024-01-09,170.66000366210938,263.3299865722656
2024-01-10,171.02000427246094,264.55999755859375
2024-01-11,170.3000030517578,264.0299987792969
2024-01-12,169.0500030517578,264.1700134277344
2024-01-16,167.99000549316406,265.239990234375
2024-01-17,167.08999633789062,266.6300048828125
2024-01-18,167.4199981689453,268.1400146484375
2024-01-19,170.30999755859375,270.8999938964844
2024-01-22,170.11000061035156,271.20001220703125
2024-01-23,168.99000549316406,271.260009765625
2024-01-24,170.5,271.6499938964844
2024-01-25,172.94000244140625,272.6099853515625
2024-01-26,172.27999877929688,267.94000244140625
2024-01-29,172.72999572753906,273.6600036621094
2024-01-30,176.27000427246094,277.1499938964844
2024-01-31,174.36000061035156,273.260009765625
2024-02-01,173.72999572753906,277.04998779296875
2024-02-02,174.72999572753906,277.17999267578125
2024-02-05,174.5,275.5799865722656
2024-02-06,175.10000610351562,276.760009765625
2024-02-07,175.42999267578125,279.3900146484375
2024-02-08,174.8000030517578,275.7799987792969
2024-02-09,175.00999450683594,276.42999267578125
2024-02-12,175.7899932861328,275.07000732421875
2024-02-13,174.25999450683594,275.80999755859375
2024-02-14,176.02999877929688,277.55999755859375
2024-02-15,179.8699951171875,280.9800109863281
2024-02-16,179.02999877929688,278.55999755859375
2024-02-20,179.72999572753906,275.1499938964844
2024-02-21,180.89999389648438,276.760009765625
2024-02-22,183.07000732421875,283.75
2024-02-23,183.99000549316406,283.6000061035156
2024-02-26,183.36000061035156,284.1499938964844
2024-02-27,183.4499969482422,283.1700134277344
2024-02-28,184.3800048828125,285.6300048828125
2024-02-29,186.05999755859375,282.6400146484375
2024-03-01,185.2899932861328,283.1600036621094
2024-03-04,186.67999267578125,280.5299987792969
2024-03-05,188.5500030517578,279.3800048828125
2024-03-06,189.52999877929688,280.42999267578125
2024-03-07,187.8699951171875,278.260009765625
2024-03-08,188.22000122070312,280.0400085449219
2024-03-11,188.2899932861328,280.55999755859375
2024-03-12,189.83999633789062,283.9200134277344
2024-03-13,191.3800048828125,285.1400146484375
2024-03-14,187.97000122070312,286.4100036621094
2024-03-15,190.3000030517578,283.0400085449219
2024-03-18,192.66000366210938,285.04998779296875
2024-03-19,193.7899932861328,287.3500061035156
2024-03-20,196.3300018310547,289.2799987792969
2024-03-21,199.05999755859375,290.3699951171875
2024-03-22,196.6199951171875,283.260009765625
2024-03-25,194.82000732421875,281.2099914550781
2024-03-26,195.72999572753906,280.6000061035156
2024-03-27,199.52000427246094,279.0199890136719
2024-03-28,200.3000030517578,279.0799865722656
2024-04-01,198.94000244140625,278.2799987792969
2024-04-02,198.86000061035156,278.44000244140625
2024-04-03,198.3000030517578,276.9599914550781
2024-04-04,195.64999389648438,274.0
2024-04-05,197.4499969482422,277.1400146484375
2024-04-08,198.47999572753906,277.760009765625
2024-04-09,197.14999389648438,276.7200012207031
2024-04-10,195.47000122070312,274.4800109863281
2024-04-11,195.42999267578125,275.67999267578125
2024-04-12,182.7899932861328,275.9599914550781
2024-04-15,182.88999938964844,271.2799987792969
2024-04-16,180.8000030517578,271.3500061035156
2024-04-17,180.0800018310547,272.69000244140625
2024-04-18,181.25,271.3699951171875
2024-04-19,185.8000030517578,269.7799987792969
2024-04-22,189.41000366210938,272.3299865722656
2024-04-23,192.13999938964844,274.1099853515625
2024-04-24,193.0800018310547,275.0199890136719
2024-04-25,193.3699951171875,275.1600036621094
2024-04-26,193.49000549316406,274.5199890136719
2024-04-29,193.27999877929688,271.8399963378906
2024-04-30,191.74000549316406,268.6099853515625
2024-05-01,191.86000061035156,267.32000732421875
2024-05-02,191.66000366210938,267.6099853515625
2024-05-03,190.50999450683594,268.489990234375
2024-05-06,192.0,272.6700134277344
2024-05-07,191.75,276.4599914550781
2024-05-08,195.64999389648438,277.19000244140625
2024-05-09,197.5,278.5400085449219
2024-05-10,198.77000427246094,280.739990234375
2024-05-13,198.72999572753906,279.3900146484375
2024-05-14,201.50999450683594,277.739990234375
2024-05-15,202.11000061035156,281.5
2024-05-16,202.47000122070312,279.8399963378906
2024-05-17,204.7899932861328,280.1000061035156
2024-05-20,195.5800018310547,278.5400085449219
2024-05-21,199.52000427246094,275.95001220703125
2024-05-22,198.30999755859375,275.5799865722656
2024-05-23,196.9199981689453,274.2300109863281
2024-05-24,200.7100067138672,274.489990234375
2024-05-28,199.5,270.9800109863281
2024-05-29,198.11000061035156,268.8599853515625
2024-05-30,199.3300018310547,271.29998779296875
2024-05-31,202.6300048828125,272.4599914550781
2024-06-03,201.82000732421875,270.3800048828125
2024-06-04,199.16000366210938,272.4200134277344
2024-06-05,197.25999450683594,274.5
2024-06-06,196.91000366210938,277.0400085449219
2024-06-07,199.9499969482422,278.6700134277344
2024-06-10,199.61000061035156,275.0400085449219
2024-06-11,194.36000061035156,274.6700134277344
2024-06-12,191.52999877929688,270.32000732421875
2024-06-13,193.66000366210938,271.19000244140625
2024-06-14,193.77999877929688,270.6600036621094
2024-06-17,194.97999572753906,271.1700134277344
2024-06-18,197.0,273.6199951171875
2024-06-20,198.6699981689453,276.82000732421875
2024-06-21,196.3000030517578,275.2200012207031
2024-06-24,198.8800048828125,276.29998779296875
2024-06-25,198.07000732421875,273.5299987792969
2024-06-26,197.42999267578125,273.6000061035156
2024-06-27,199.1699981689453,266.5899963378906
2024-06-28,202.25999450683594,262.4700012207031
2024-07-01,205.4499969482422,263.239990234375
2024-07-02,208.8300018310547,268.2300109863281
2024-07-03,208.69000244140625,268.989990234375
2024-07-05,204.7899932861328,270.3599853515625
2024-07-08,205.1699981689453,266.3999938964844
2024-07-09,207.6300048828125,265.44000244140625
2024-07-10,207.8000030517578,263.0
2024-07-11,207.4499969482422,262.54998779296875
2024-07-12,204.94000244140625,265.739990234375
2024-07-15,210.0500030517578,268.45001220703125
2024-07-16,213.6199951171875,269.25
2024-07-17,216.8699951171875,272.70001220703125
2024-07-18,209.97999572753906,269.1499938964844
2024-07-19,209.77999877929688,265.4599914550781
2024-07-22,210.27999877929688,267.7099914550781
2024-07-23,210.3300018310547,264.7900085449219
2024-07-24,208.58999633789062,254.1699981689453
2024-07-25,208.6699981689453,253.74000549316406
2024-07-26,212.24000549316406,259.4599914550781
2024-07-29,210.85000610351562,261.6000061035156
2024-07-30,215.19000244140625,263.1000061035156
2024-07-31,212.8000030517578,265.6700134277344
2024-08-01,207.9600067138672,265.92999267578125
2024-08-02,199.13999938964844,266.5799865722656
2024-08-05,194.89999389648438,256.44000244140625
2024-08-06,200.33999633789062,258.260009765625
2024-08-07,200.39999389648438,256.5199890136719
2024-08-08,204.05999755859375,259.8299865722656
2024-08-09,205.8000030517578,259.760009765625
2024-08-12,206.19000244140625,259.8900146484375
2024-08-13,207.94000244140625,260.1300048828125
2024-08-14,210.24000549316406,261.1400146484375
2024-08-15,211.5500030517578,266.79998779296875
2024-08-16,213.97000122070312,267.3800048828125
2024-08-19,215.4499969482422,266.4700012207031
2024-08-20,214.52000427246094,268.0400085449219
2024-08-21,214.60000610351562,268.20001220703125
2024-08-22,216.6300048828125,267.94000244140625
2024-08-23,218.30999755859375,267.44000244140625
2024-08-26,219.1699981689453,268.2099914550781
2024-08-27,220.17999267578125,270.7200012207031
2024-08-28,221.2899932861328,269.19000244140625
2024-08-29,222.2100067138672,274.32000732421875
2024-08-30,224.8000030517578,276.3699951171875
2024-09-03,220.3000030517578,278.5400085449219
2024-09-04,219.3300018310547,280.489990234375
2024-09-05,217.6300048828125,278.6199951171875
2024-09-06,212.4600067138672,279.3699951171875
2024-09-09,216.80999755859375,285.6099853515625
2024-09-10,205.55999755859375,285.3399963378906
2024-09-11,207.22999572753906,283.9599914550781
2024-09-12,206.60000610351562,285.3699951171875
2024-09-13,204.32000732421875,287.3500061035156
2024-09-16,207.86000061035156,290.4800109863281
2024-09-17,209.25,291.55999755859375
2024-09-18,207.52999877929688,288.4800109863281
2024-09-19,210.47999572753906,285.239990234375
2024-09-20,211.08999633789062,284.7699890136719
2024-09-23,211.44000244140625,288.6300048828125
2024-09-24,211.58999633789062,272.7799987792969
2024-09-25,210.19000244140625,269.6300048828125
2024-09-26,209.77999877929688,271.69000244140625
2024-09-27,210.5,275.1700134277344
2024-09-30,210.86000061035156,274.95001220703125
2024-10-01,207.0399932861328,277.6000061035156
2024-10-02,207.2899932861328,277.0
2024-10-03,205.22999572753906,276.8599853515625
2024-10-04,211.22000122070312,277.92999267578125
2024-10-07,210.92999267578125,273.7900085449219
2024-10-08,210.75,274.9599914550781
2024-10-09,213.4199981689453,276.92999267578125
2024-10-10,212.83999633789062,277.4700012207031
2024-10-11,222.2899932861328,277.8399963378906
2024-10-14,221.47999572753906,280.67999267578125
2024-10-15,222.38999938964844,279.2900085449219
2024-10-16,223.63999938964844,287.5199890136719
2024-10-17,224.4199981689453,290.3900146484375
2024-10-18,225.3699951171875,290.6199951171875
2024-10-21,223.0,286.8500061035156
2024-10-22,224.1199951171875,284.7900085449219
2024-10-23,223.41000366210938,283.760009765625
2024-10-24,224.97999572753906,283.2200012207031
2024-10-25,222.30999755859375,281.7300109863281
2024-10-28,225.5,284.19000244140625
2024-10-29,222.89999389648438,281.8800048828125
2024-10-30,224.41000366210938,290.1600036621094
2024-10-31,221.9199981689453,289.8500061035156
2024-11-01,222.94000244140625,290.739990234375
2024-11-04,219.77999877929688,291.8500061035156
2024-11-05,221.49000549316406,293.2900085449219
2024-11-06,247.05999755859375,307.3999938964844
2024-11-07,236.3800048828125,305.79998779296875
2024-11-08,236.97999572753906,307.8699951171875
2024-11-11,239.2899932861328,310.9200134277344
2024-11-12,239.55999755859375,309.8500061035156
2024-11-13,241.16000366210938,309.4800109863281
2024-11-14,241.8699951171875,308.25
2024-11-15,245.30999755859375,309.6400146484375
2024-11-18,245.02999877929688,312.1600036621094
2024-11-19,243.08999633789062,311.8500061035156
2024-11-20,240.77999877929688,307.3900146484375
2024-11-21,244.75999450683594,309.8999938964844
2024-11-22,248.5500030517578,309.9200134277344
2024-11-25,250.2899932861328,313.19000244140625
2024-11-26,249.97000122070312,311.82000732421875
2024-11-27,249.7899932861328,314.70001220703125
2024-11-29,249.72000122070312,315.0799865722656
2024-12-02,246.25,316.6499938964844
2024-12-03,244.82000732421875,313.010009765625
2024-12-04,243.39999389648438,309.8999938964844
2024-12-05,245.47999572753906,309.0799865722656
2024-12-06,247.36000061035156,311.010009765625
2024-12-09,243.80999755859375,308.29998779296875
2024-12-10,242.86000061035156,312.3800048828125
2024-12-11,243.52999877929688,313.7900085449219
2024-12-12,241.52999877929688,314.2300109863281
2024-12-13,239.94000244140625,314.739990234375
2024-12-16,239.5800018310547,315.8900146484375
2024-12-17,238.36000061035156,318.29998779296875
2024-12-18,230.3699951171875,309.7799987792969
2024-12-19,232.9600067138672,314.8800048828125
2024-12-20,237.60000610351562,317.7099914550781
2024-12-23,238.38999938964844,317.2200012207031
2024-12-24,242.30999755859375,320.6499938964844
2024-12-26,243.13999938964844,320.9100036621094
2024-12-27,241.1699981689453,318.6600036621094
2024-12-30,239.32000732421875,315.30999755859375
